Run #1,Run #1,Run #1,Run #1,Run #1,Run #2,Run #2,Run #2,Run #2,Run #2,Run #3,Run #3,Run #3,Run #3,Run #3
Time (s),Displacement (mm),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Displacement (mm),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Displacement (mm),Position (m),Velocity (m/s),Acceleration (m/s²)
2.140,,-0.0018139,0.14,9.66,2.140,,-0.0010634,0.06,1.33,2.140,,-0.00035794,-0.08,-5.29
2.150,,-0.00076654,0.11,-8.48,2.150,,-0.00078240,0.07,1.02,2.150,,-0.0024087,-0.01,12.00
2.160,,0.00029809,-0.03,-5.28,2.160,,0.00029664,0.08,-0.58,2.160,,-0.00047040,0.16,8.86
2.170,,-0.0013294,0.00,1.41,2.170,,0.00081256,0.06,-3.63,2.170,,0.00087332,0.17,-8.90
2.180,,0.00029809,0.00,-0.32,2.180,,0.0014235,0.01,-6.65,2.180,,0.0029596,-0.01,-16.64
2.190,,-0.0013294,-0.01,3.91,2.190,,0.00095492,-0.08,-4.70,2.190,,0.00059527,-0.16,-3.65
2.200,-0.66040,0.00017200,0.08,-1.13,2.200,-6.3119,-0.00010893,-0.09,-0.16,2.200,-6.3119,-0.00026495,-0.09,3.64
2.210,,0.00023503,-0.03,-8.92,2.210,,-0.00078133,-0.08,1.41,2.210,,-0.0011409,-0.09,6.21
2.220,,-0.00040592,-0.10,-0.75,2.220,,-0.0017043,-0.06,5.24,2.220,,-0.0020335,0.04,10.13
2.230,,-0.0017670,-0.04,8.41,2.230,,-0.0019547,0.03,4.57,2.230,,-0.00039141,0.11,-2.81
2.240,,-0.0012824,0.07,6.61,2.240,,-0.0012040,0.03,1.25,2.240,,0.00025118,-0.02,-6.38
2.250,,-0.00040691,0.09,-5.47,2.250,,-0.0012982,0.05,1.76,2.250,,-0.00076693,-0.01,8.17
2.260,,0.00048594,-0.04,-7.59,2.260,,-0.00020352,0.07,1.57,2.260,,-0.000017877,0.14,9.68
2.270,,-0.0012354,-0.06,0.98,2.270,,0.000061572,0.08,-1.13,2.270,,0.0021245,0.18,-7.45
2.280,,-0.00078146,-0.02,-0.94,2.280,,0.0014235,0.05,-8.21,2.280,,0.0035840,0.00,-16.95
2.290,,-0.0016730,-0.08,5.08,2.290,,0.00097075,-0.08,-8.53,2.290,,0.0020353,-0.16,-5.53
2.300,,-0.0024235,0.08,7.31,2.300,,-0.00023367,-0.13,0.58,2.300,,0.00040738,-0.12,3.91
2.310,,-0.000077544,0.06,-8.76,2.310,,-0.0015323,-0.07,3.95,2.310,,-0.00026495,-0.08,2.97
2.320,,-0.0011412,-0.10,-2.70,2.320,,-0.0016572,-0.05,3.09,2.320,,-0.0012040,-0.06,8.92
2.330,,-0.0019859,0.01,9.62,2.330,,-0.0024549,-0.01,1.95,2.330,,-0.0013773,0.10,5.99
2.340,,-0.00093850,0.10,3.52,2.340,,-0.0018450,-0.01,4.14,2.340,,0.00075145,0.06,-4.74
2.350,,-0.000047233,0.08,-7.82,2.350,,-0.0025957,0.07,6.68,2.350,,-0.000094916,0.00,5.87
2.360,,0.00067380,-0.06,-7.55,2.360,,-0.00037551,0.13,-0.98,2.360,,0.00080990,0.18,4.09
2.370,,-0.0012354,-0.07,0.27,2.370,,-0.000063077,0.05,-4.49,2.370,,0.0035360,0.08,-14.36
2.380,,-0.00073432,-0.05,1.64,2.380,,0.00070381,0.04,-7.51,2.380,,0.0025037,-0.11,-8.11
2.390,,-0.0023142,-0.04,8.80,2.390,,0.00067406,-0.10,-5.56,2.390,,0.0014237,-0.08,1.33
2.400,-1.4478,-0.0014857,0.12,-3.44,2.400,-6.3119,-0.0012197,-0.07,-0.90,2.400,-6.3119,0.00095523,-0.08,0.90
2.410,,0.00012731,-0.11,-10.41,2.410,,-0.00081175,-0.11,-1.57,2.410,,-0.00015618,-0.06,0.43
2.420,,-0.0036112,-0.09,11.60,2.420,,-0.0035024,-0.11,12.31,2.420,,-0.00023331,-0.07,-0.04
2.430,,-0.0015950,0.13,7.12,2.430,,-0.0029239,0.13,10.13,2.430,,-0.0015637,-0.06,4.80
2.440,,-0.0010948,0.06,-0.42,2.440,,-0.00086000,0.10,-3.24,2.440,,-0.0014390,0.03,13.78
2.450,,-0.00046978,0.12,-5.27,2.450,,-0.00098578,0.07,-0.43,2.450,,-0.0010507,0.22,20.30
2.460,,0.0012533,-0.05,-10.02,2.460,,0.00048441,0.09,0.01,2.460,,0.0028688,0.43,-0.02
2.470,,-0.0014544,-0.08,1.72,2.470,,0.00078094,0.07,-4.80,2.470,,0.0075842,0.22,-15.87
2.480,,-0.00040592,-0.01,1.41,2.480,,0.0018310,-0.01,-9.70,2.480,,0.0071694,0.11,-5.03
2.490,,-0.0017513,-0.05,5.44,2.490,,0.00062663,-0.13,-2.16,2.490,,0.0098693,0.11,-16.14
2.500,,-0.0015014,0.09,3.48,2.500,,-0.00070374,-0.05,3.41,2.500,,0.0094582,-0.21,-20.45
2.510,,0.00012602,0.01,-13.61,2.510,,-0.00038998,-0.06,-1.64,2.510,,0.0056973,-0.29,1.07
2.520,,-0.0012034,-0.18,-1.33,2.520,,-0.0018763,-0.08,1.95,2.520,,0.0035680,-0.19,14.42
2.530,,-0.0034393,-0.01,15.56,2.530,,-0.0020640,-0.02,9.66,2.530,,0.0019525,-0.01,7.64
2.540,,-0.0014387,0.13,5.48,2.540,,-0.0022676,0.11,7.85,2.540,,0.0034440,-0.03,-1.53
2.550,,-0.00078224,0.10,-9.26,2.550,,0.00012466,0.14,1.73,2.550,,0.0012648,-0.04,1.65
2.560,,0.00051750,-0.05,-1.72,2.560,,0.00048265,0.14,-2.68,2.560,,0.0027077,0.00,-2.62
2.570,,-0.0018298,0.06,4.22,2.570,,0.0030036,0.08,-12.05,2.570,,0.0012358,-0.09,-2.55
2.580,,0.0017855,0.03,-5.72,2.580,,0.0021593,-0.10,-7.75,2.580,,0.00092348,-0.05,2.23
2.590,,-0.0011889,-0.05,1.65,2.590,,0.0010637,-0.07,2.31,2.590,,0.00018783,-0.04,1.49
2.600,-0.78740,0.00076692,0.07,-7.54,2.600,-6.3119,0.00073543,-0.05,6.07,2.600,-6.3119,0.000031651,-0.02,-1.14
2.610,,0.00011154,-0.20,-11.62,2.610,,0.000045802,0.05,1.22,2.610,,-0.00026495,-0.07,1.72
2.620,,-0.0032680,-0.17,8.49,2.620,,0.0017383,-0.03,-9.08,2.620,,-0.0013143,0.01,7.51
2.630,,-0.0032368,-0.03,15.29,2.630,,-0.00048450,-0.13,0.85,2.630,,-0.000031645,0.08,0.67
2.640,,-0.0039075,0.14,14.38,2.640,,-0.00089146,-0.01,11.85,2.640,,0.00034400,0.03,-7.70
2.650,,-0.00046978,0.26,-7.97,2.650,,-0.00067339,0.11,4.50,2.650,,0.00047078,-0.07,-4.35
2.660,,0.0012059,-0.02,-16.81,2.660,,0.0012198,0.08,-2.81,2.660,,-0.0010793,-0.06,12.01
2.670,,-0.00089140,-0.08,-1.02,2.670,,0.00093708,0.05,-5.08,2.670,,-0.00076857,0.17,9.17
2.680,,-0.00040592,-0.04,0.43,2.680,,0.0022069,-0.02,-6.50,2.680,,0.0022998,0.12,-13.06
2.690,,-0.0017200,-0.07,5.67,2.690,,0.00051600,-0.08,-1.06,2.690,,0.0016593,-0.09,-12.53
2.700,,-0.0018452,0.07,5.71,2.700,,0.00059501,-0.04,1.33,2.700,,0.00045493,-0.13,3.48
2.710,,-0.00028107,0.04,-5.98,2.710,,-0.00032824,-0.05,0.74,2.710,,-0.00092311,-0.02,3.25
2.720,,-0.0010006,-0.05,-7.50,2.720,,-0.00048450,-0.03,2.15,2.720,,0.0000020651,-0.06,0.03
2.730,,-0.0012348,-0.11,4.41,2.730,,-0.00087573,-0.01,2.23,2.730,,-0.0022054,-0.02,5.00
2.740,,-0.0031578,0.04,14.97,2.740,,-0.00070374,0.02,1.13,2.740,,-0.00043699,0.04,1.13
2.750,,-0.00042263,0.19,-4.02,2.750,,-0.00053175,0.01,3.01,2.750,,-0.0014862,6.07E-4,8.17
2.760,,0.00067380,-0.04,-13.80,2.760,,-0.00046999,0.08,3.64,2.760,,-0.00042484,0.20,10.03
2.770,,-0.0012197,-0.08,1.56,2.770,,0.0010162,0.08,-3.55,2.770,,0.0025003,0.20,-11.40
2.780,,-0.0010163,-0.01,9.59,2.780,,0.0012198,0.01,-7.43,2.780,,0.0036000,-0.03,-20.35
2.790,,-0.0013921,0.11,-1.01,2.790,,0.0011428,-0.06,-6.38,2.790,,0.0019270,-0.21,-4.48
2.800,0.076200,0.0011287,-0.03,-16.27,2.800,-6.3119,-0.000061615,-0.12,-1.92,2.800,-6.3119,-0.00051600,-0.12,7.98
2.810,,-0.0019701,-0.22,2.81,2.810,,-0.0012818,-0.10,-6.24,2.810,,-0.00043699,-0.05,5.48
2.820,,-0.0032363,0.03,11.11,2.820,,-0.0021103,-0.25,11.22,2.820,,-0.0014390,-0.01,1.72
2.830,,-0.0014226,0.00,1.13,2.830,,-0.0062017,0.12,23.66,2.830,,-0.00060903,-0.01,1.29
2.840,,-0.0031578,0.05,8.83,2.840,,0.00032989,0.23,-8.14,2.840,,-0.0016739,0.02,6.33
2.850,,-0.00042263,0.18,1.45,2.850,,-0.0016578,-0.04,-4.24,2.850,,-0.00026686,0.11,8.81
2.860,,0.00045292,0.08,-5.23,2.860,,-0.00048573,0.14,6.89,2.860,,0.00062217,0.19,-2.88
2.870,,0.0011566,0.08,-9.42,2.870,,0.0011882,0.10,-8.44,2.870,,0.0036000,0.06,-15.74
2.880,,0.0019735,-0.11,-10.88,2.880,,0.0014552,-0.03,-10.91,2.880,,0.0017677,-0.12,-3.25
2.890,,-0.0010320,-0.14,0.59,2.890,,0.00065825,-0.12,-4.39,2.890,,0.0011722,-0.01,5.53
2.900,,-0.00085926,-0.10,3.52,2.900,,-0.00096910,-0.11,1.80,2.900,,0.0016116,-0.01,-3.71
2.910,,-0.0029864,-0.07,8.33,2.910,,-0.0016259,-0.09,0.39,2.910,,0.00095523,-0.08,-6.42
2.920,,-0.0022829,0.07,1.37,2.920,,-0.0026738,-0.11,5.79,2.920,,-0.000029597,-0.14,2.65
2.930,,-0.0016103,-0.04,-0.51,2.930,,-0.0037523,0.03,8.99,2.930,,-0.0018301,-0.03,12.63
2.940,,-0.0031578,0.06,12.24,2.940,,-0.0020640,0.07,4.38,2.940,,-0.00061076,0.11,6.10
2.950,,-0.00043835,0.20,-5.39,2.950,,-0.0022832,0.12,4.22,2.950,,0.00043677,0.09,0.24
2.960,,0.00086169,-0.05,-8.76,2.960,,0.00029664,0.16,-4.88,2.960,,0.0012489,0.12,-2.22
2.970,,-0.0014235,0.03,4.26,2.970,,0.00087582,0.02,-8.48,2.970,,0.0027999,0.05,-6.93
2.980,,0.0013780,0.04,-5.59,2.980,,0.00070381,-0.01,-4.81,2.980,,0.0022201,-0.02,-1.25
2.990,,-0.00070371,-0.09,-6.37,2.990,,0.00064244,-0.08,-4.46,2.990,,0.0023921,0.02,-1.44
3.000,0.78740,-0.00034298,-0.09,2.58,3.000,-6.3119,-0.00081280,-0.10,3.17,3.000,-6.3119,0.0026917,-0.05,-4.81
3.010,,-0.0025330,-0.03,8.33,3.010,,-0.0013760,-0.01,-3.67,3.010,,0.0014078,-0.07,-4.15
3.020,,-0.0010320,0.08,1.53,3.020,,-0.0010616,-0.17,-7.55,3.020,,0.0012385,-0.13,-1.53
3.030,,-0.0010320,0.00,-1.80,3.030,,-0.0048626,-0.16,9.51,3.030,,-0.0012355,-0.10,6.18
3.040,,-0.0011105,0.04,4.93,3.040,,-0.0043311,0.02,26.01,3.040,,-0.00082843,-0.01,9.50
3.050,,-0.00025067,0.09,-2.58,3.050,,-0.0045467,0.36,10.77,3.050,,-0.0014088,0.09,10.02
3.060,,0.00078271,-0.01,-2.66,3.060,,0.0028028,0.23,-21.71,3.060,,0.00090505,0.19,-0.93
3.070,,-0.00050122,0.04,-1.48,3.070,,0.000077342,-0.08,-9.91,3.070,,0.0024239,0.07,-10.71
3.080,,0.0016134,-0.04,-5.05,3.080,,0.0012515,0.03,1.38,3.080,,0.0022679,-0.02,-6.02
3.090,,-0.0013451,-0.06,4.26,3.090,,0.00073543,-0.05,-5.05,3.090,,0.0019716,-0.05,-6.73
3.100,,0.00042284,0.04,-0.15,3.100,,0.00025092,-0.07,-1.64,3.100,,0.0012226,-0.16,0.97
3.110,,-0.00048456,-0.06,-3.99,3.110,,-0.00062504,-0.08,2.42,3.110,,-0.0011739,-0.03,11.43
3.120,,-0.00082859,-0.04,2.31,3.120,,-0.0014074,-0.02,4.42,3.120,,0.00056356,0.07,-6.99
3.130,,-0.0012197,-0.02,5.75,3.130,,-0.0010163,0.01,2.89,3.130,,0.00025339,-0.17,-7.61
3.140,,-0.0011575,0.08,4.38,3.140,,-0.0012982,0.04,4.42,3.140,,-0.0028931,-0.08,16.93
3.150,,0.00034400,0.07,-1.64,3.150,,-0.00025080,0.09,3.44,3.150,,-0.0013616,0.17,11.27
3.160,,0.00026520,0.05,-2.11,3.160,,0.00057739,0.11,-1.28,3.160,,0.00042093,0.14,-4.96
3.170,,0.0012514,0.03,-7.86,3.170,,0.0018920,0.07,-6.49,3.170,,0.0015321,0.07,-7.35
3.180,,0.00084589,-0.11,-7.71,3.180,,0.0019396,-0.02,-6.38,3.180,,0.0017518,0.00,-6.92
3.190,,-0.00098491,-0.13,7.67,3.190,,0.0014394,-0.06,-2.23,3.190,,0.0014873,-0.07,-7.36
3.200,1.2700,-0.0016576,0.04,4.19,3.200,0.0000,0.00075124,-0.07,-1.37,3.200,-6.3119,0.00031456,-0.15,2.97
3.210,,-0.00015513,-0.04,-5.13,3.210,,0.000094663,-0.09,-0.82,3.210,,-0.0015020,-0.01,9.47
3.220,,-0.0024861,-0.06,-1.13,3.220,,-0.00098483,-0.08,3.60,3.220,,0.000063309,0.04,-0.62
3.230,,-0.0013755,-0.06,7.16,3.230,,-0.0015794,-0.01,7.00,3.230,,-0.00070379,-0.03,-3.95
3.240,,-0.0037667,0.08,10.59,3.240,,-0.0012825,0.06,5.90,3.240,,-0.00043699,-0.04,1.79
3.250,,0.00026656,0.15,-8.45,3.250,,-0.00045425,0.10,2.54,3.250,,-0.0014862,0.01,6.29
3.260,,-0.00081288,-0.09,-6.09,3.260,,0.00078094,0.11,-1.75,3.260,,-0.00021944,0.09,3.56
3.270,,-0.0014700,0.03,5.55,3.270,,0.0016883,0.07,-6.53,3.270,,0.00024898,0.08,-2.57
3.280,,-0.00029680,0.02,0.90,3.280,,0.0021434,-0.02,-5.63,3.280,,0.0014237,0.04,-7.94
3.290,,-0.00098558,0.04,1.41,3.290,,0.0012198,-0.04,-5.24,3.290,,0.00095523,-0.08,-6.11
3.300,,0.00057910,0.05,-10.79,3.300,,0.0012537,-0.13,-5.09,3.300,,-0.00010873,-0.09,-3.83E-4
3.310,,0.000064247,-0.17,-6.73,3.310,,-0.0013446,-0.15,4.65,3.310,,-0.00078108,-0.08,-0.16
3.320,,-0.0028612,-0.08,12.51,3.320,,-0.0016729,-0.04,-0.03,3.320,,-0.0016413,-0.09,1.33
3.330,,-0.0015793,0.08,8.10,3.330,,-0.0020480,-0.15,4.57,3.330,,-0.0025800,-0.05,5.86
3.340,,-0.0012981,0.08,-6.49,3.340,,-0.0046108,0.06,18.28,3.340,,-0.0026428,0.03,7.82
3.350,,0.000016969,-0.05,-7.79,3.350,,-0.00092291,0.22,0.55,3.350,,-0.0020335,0.11,7.63
3.360,,-0.0023298,-0.08,14.20,3.360,,-0.00023504,0.07,-6.48,3.360,,-0.00051778,0.18,-0.46
3.370,,-0.0015018,0.23,5.83,3.370,,0.00042124,0.09,-0.27,3.370,,0.0015639,0.10,-10.55
3.380,,0.0023178,0.04,-19.25,3.380,,0.0015480,0.06,-6.91,3.380,,0.0014237,-0.03,-8.10
3.390,,-0.00068800,-0.15,-0.43,3.390,,0.0016590,-0.05,-13.03,3.390,,0.00093935,-0.06,-4.23
3.400,-0.21590,-0.00073513,0.03,5.52,3.400,-6.3119,0.00056521,-0.20,3.36,3.400,-6.3119,0.00012664,-0.12,0.31
3.410,,-0.000046046,-0.04,-4.66,3.410,,-0.0023145,0.02,10.95,3.410,,-0.0013760,-0.06,-3.94
3.420,,-0.0015793,-0.06,4.65,3.420,,0.00092528,0.02,-7.75,3.420,,-0.0010448,-0.19,0.69
3.430,,-0.0012667,0.05,6.18,3.430,,-0.0019077,-0.14,1.91,3.430,,-0.0052681,-0.04,19.03
3.440,,-0.00056316,0.06,-0.39,3.440,,-0.0018141,0.06,10.72,3.440,,-0.0019392,0.19,7.78
3.450,,-0.000015746,0.04,-6.33,3.450,,-0.00073521,0.08,1.10,3.450,,-0.0015492,0.11,2.48
3.460,,0.00029809,-0.06,-3.13,3.460,,-0.00026655,0.08,-1.48,3.460,,0.00027843,0.24,-0.34
3.470,,-0.0012981,-0.02,4.03,3.470,,0.00087582,0.05,-4.10,3.470,,0.0031599,0.10,-12.20
3.480,,-0.000093290,0.02,-3.36,3.480,,0.00068800,0.00,-6.69,3.480,,0.0023602,-0.01,-5.16
3.490,,-0.00096921,-0.09,0.86,3.490,,0.00084615,-0.09,-4.19,3.490,,0.0029879,9.66E-4,-5.36
3.500,,-0.0018296,0.03,1.25,3.500,,-0.0010320,-0.09,-0.31,3.500,,0.0023795,-0.12,-3.21
3.510,,-0.00029575,-0.06,-4.46,3.510,,-0.00085898,-0.09,-2.42,3.510,,0.00067214,-0.06,-0.86
3.520,,-0.0030643,-0.06,7.97,3.520,,-0.0028771,-0.13,5.47,3.520,,0.0011141,-0.13,-1.97
3.530,,-0.0014074,0.10,5.79,3.530,,-0.0035336,0.02,12.70,3.530,,-0.0019863,-0.10,11.30
3.540,,-0.0011105,0.06,-1.60,3.540,,-0.0025332,0.12,5.32,3.540,,-0.00093889,0.09,10.80
3.550,,-0.00020347,0.07,-2.81,3.550,,-0.0011263,0.12,-1.60,3.550,,-0.00012654,0.11,0.40
3.560,,0.00020351,0.00,-5.44,3.560,,-0.000063077,0.09,-2.81,3.560,,0.0013283,0.10,-4.62
3.570,,-0.00012478,-0.04,-2.82,3.570,,0.00064059,0.07,-4.88,3.570,,0.0018920,0.02,-1.02
3.580,,-0.00065657,-0.05,5.24,3.580,,0.0012832,-0.01,-8.49,3.580,,0.0017488,0.08,2.18
3.590,,-0.0011732,0.06,5.32,3.590,,0.00045457,-0.10,-5.21,3.590,,0.0035040,0.06,-14.01
3.600,-1.3081,0.00057910,0.05,-7.20,3.600,-6.3119,-0.00076560,-0.11,0.82,3.600,-6.3119,0.0030396,-0.20,-7.54
3.610,,-0.000093290,-0.08,-4.19,3.610,,-0.0018136,-0.09,-4.37,3.610,,-0.00048620,-0.09,11.31
3.620,,-0.0010634,-0.03,4.85,3.620,,-0.0024860,-0.20,-0.31,3.620,,0.0013152,0.03,-0.39
3.630,,-0.00068800,0.01,4.07,3.630,,-0.0058308,-0.09,24.97,3.630,,0.000047479,-0.09,-1.69
3.640,,-0.00076654,0.05,-3.28,3.640,,-0.0043293,0.30,16.48,3.640,,-0.00056339,-0.01,8.57
3.650,,0.00034540,-0.05,-6.03,3.650,,0.00014044,0.24,-11.45,3.650,,-0.000094916,0.08,4.42
3.660,,-0.0017826,-0.07,4.46,3.660,,0.00042124,0.07,-8.55,3.660,,0.00098438,0.08,-1.79
3.670,,-0.0010320,0.04,2.54,3.670,,0.0015322,0.07,-3.71,3.670,,0.0015321,0.04,-5.98
3.680,,-0.0010163,-0.02,2.89,3.680,,0.0017517,0.00,-5.75,3.680,,0.0018155,-0.04,-7.32
3.690,,-0.0013921,0.10,5.48,3.690,,0.0014394,-0.05,-3.79,3.690,,0.00076731,-0.10,2.69
3.700,,0.00090738,0.09,-8.68,3.700,,0.00078287,-0.08,-5.28,3.700,,-0.00028267,0.02,7.36
3.710,,0.00043861,-0.08,-8.76,3.710,,-0.00017060,-0.15,0.39,3.710,,0.0010796,0.04,-3.20
3.720,,-0.00064086,-0.08,3.13,3.720,,-0.0022986,-0.07,11.49,3.720,,0.00056356,-0.05,-6.61
3.730,,-0.0012354,-0.01,7.19,3.730,,-0.0016265,0.08,8.49,3.730,,0.00011081,-0.09,-0.52
3.740,,-0.00093850,0.06,4.31,3.740,,-0.00078240,0.10,-0.23,3.740,,-0.0012355,-0.06,10.83
3.750,,-0.000031490,0.07,-6.02,3.750,,0.00031242,0.07,-2.86,3.750,,-0.0010650,0.13,11.43
3.760,,0.00048594,-0.06,-6.89,3.760,,0.00064059,0.04,0.51,3.760,,0.0012966,0.17,-6.64
3.770,,-0.0012354,-0.07,3.09,3.770,,0.0011090,0.08,0.36,3.770,,0.0023316,-0.01,-10.21
3.780,,-0.00084430,0.00,7.67,3.780,,0.0022678,0.05,-9.11,3.780,,0.0011722,-0.03,-1.33
3.790,,-0.0012046,0.09,4.54,3.790,,0.0020507,-0.10,-9.12,3.790,,0.0016434,-0.03,-0.90
3.800,-1.1938,0.00089158,0.09,-8.56,3.800,-6.3119,0.00025092,-0.14,2.03,3.800,-6.3119,0.00051600,-0.05,-0.43
3.810,,0.00064223,-0.08,-9.70,3.810,,-0.00065652,-0.06,3.37,3.810,,0.00059527,-0.04,-0.75
3.820,,-0.00079717,-0.10,-2.69,3.820,,-0.00095338,-0.07,3.99,3.820,,-0.00031238,-0.07,3.05
3.830,,-0.0013912,-0.14,8.44,3.830,,-0.0020174,0.02,8.29,3.830,,-0.00075115,0.02,2.90
3.840,,-0.0035638,0.07,16.96,3.840,,-0.00056323,0.10,2.11,3.840,,0.000079140,-0.01,-1.33
3.850,,-0.000047233,0.20,0.20,3.850,,-0.000063077,0.06,-2.70,3.850,,-0.00093889,-0.01,4.02
3.860,,0.00045292,0.07,-12.85,3.860,,0.00067219,0.04,-1.33,3.860,,-0.000063283,0.07,8.38
3.870,,0.0013780,-0.06,-9.55,3.870,,0.00081256,0.04,-0.46,3.870,,0.00048197,0.16,-3.31
3.880,,-0.00067229,-0.12,7.24,3.880,,0.0013760,0.03,-4.96,3.880,,0.0031477,0.00,-16.41
3.890,,-0.0010170,0.09,4.15,3.890,,0.0015028,-0.06,-7.35,3.890,,0.00057941,-0.17,-1.10
3.900,,0.0010970,-0.04,-10.72,3.900,,0.000094663,-0.11,-7.74,3.900,,-0.00020363,-0.02,7.72
3.910,,-0.0017513,-0.13,4.10,3.910,,-0.00074877,-0.22,1.91,3.910,,0.00023534,-0.01,-2.54
3.920,,-0.0014230,0.05,7.12,3.920,,-0.0042836,-0.07,10.21,3.920,,-0.00046860,-0.07,1.91
3.930,,-0.00084430,0.02,-1.21,3.930,,-0.0022357,-0.01,5.94,3.930,,-0.0011266,0.03,5.20
3.940,,-0.0010948,0.02,3.01,3.940,,-0.0045798,0.04,13.01,3.940,,0.000031651,0.04,-1.06
3.950,,-0.00042263,0.08,3.52,3.950,,-0.0013453,0.25,2.35,3.950,,-0.00040721,0.00,6.73
3.960,,0.00043716,0.09,-1.91,3.960,,0.00032821,0.09,-11.02,3.960,,0.00010656,0.17,4.99
3.970,,0.0014076,0.04,-10.68,3.970,,0.00048441,0.03,-2.54,3.970,,0.0030039,0.10,-13.81
3.980,,0.0012059,-0.12,-2.08,3.980,,0.00082837,0.04,-2.38,3.980,,0.0021755,-0.11,-9.40
3.990,,-0.0010326,0.00,8.41,3.990,,0.0012990,-0.02,-10.48,3.990,,0.00089174,-0.08,6.00
4.000,-0.50800,0.0011426,0.05,-4.93,4.000,-6.3119,0.00037729,-0.17,-4.58,4.000,-6.3119,0.00048430,0.01,-3.43
4.010,,-0.00010904,-0.10,-3.13,4.010,,-0.0020797,-0.11,9.50,4.010,,0.0011777,-0.15,-10.27
4.020,,-0.00089140,-0.02,4.15,4.020,,-0.0019077,0.02,4.38,4.020,,-0.0025800,-0.19,8.99
4.030,,-0.00043738,-0.02,-5.20,4.030,,-0.0016572,-0.03,-2.39,4.030,,-0.0026428,0.03,15.10
4.040,,-0.0012662,-0.12,5.32,4.040,,-0.0024393,-0.03,5.39,4.040,,-0.0020492,0.11,10.09
4.050,,-0.0028453,0.09,9.46,4.050,,-0.0021893,0.08,8.44,4.050,,-0.00042484,0.23,4.29
4.060,,0.00048594,0.07,-0.78,4.060,,-0.00081385,0.14,0.59,4.060,,0.0025162,0.20,-15.55
4.070,,-0.0014704,0.07,-1.48,4.070,,0.00065639,0.09,-6.25,4.070,,0.0035080,-0.08,-21.10
4.080,,0.0019260,0.04,-4.66,4.080,,0.0010478,0.02,-9.03,4.080,,0.00086254,-0.23,-6.62
4.090,,-0.00068883,-0.02,0.00,4.090,,0.0010024,-0.09,-4.27,4.090,,-0.00099894,-0.22,5.13
4.100,,0.0015026,0.04,-5.28,4.100,,-0.00070374,-0.07,0.70,4.100,,-0.0034400,-0.12,11.26
4.110,,0.000094508,-0.13,-4.74,4.110,,-0.00035846,-0.07,-3.17,4.110,,-0.0034557,0.01,5.05
4.120,,-0.0010320,-0.06,5.71,4.120,,-0.0021733,-0.13,3.28,4.120,,-0.0032367,-0.02,5.62
4.130,,-0.0010163,-0.01,4.22,4.130,,-0.0029865,-0.01,10.87,4.130,,-0.0038933,0.12,16.45
4.140,,-0.0012824,0.03,5.83,4.140,,-0.0023299,0.09,4.61,4.140,,-0.00078434,0.31,6.19
4.150,,-0.00043835,0.10,-2.23,4.150,,-0.0012668,0.08,1.02,4.150,,0.0022486,0.25,-11.29
4.160,,0.00079851,-0.02,-1.44,4.160,,-0.00064192,0.11,-0.35,4.160,,0.0041440,0.08,-9.56
4.170,,-0.00075164,0.08,0.98,4.170,,0.00086000,0.08,-6.41,4.170,,0.0038759,0.06,-13.05
4.180,,0.0023019,0.00,-6.19,4.180,,0.00090745,-0.02,-7.20,4.180,,0.0052503,-0.18,-18.63
4.190,,-0.00067313,-0.05,1.29,4.190,,0.00042297,-0.07,-3.13,4.190,,0.00028287,-0.32,7.57
4.200,0.25400,0.0013305,0.03,-3.91,4.200,-6.3119,-0.00042149,-0.08,-7.70,4.200,-6.3119,-0.0010951,-0.03,15.75
4.210,,-0.000077544,-0.13,-4.42,4.210,,-0.0012652,-0.22,0.74,4.210,,-0.00028076,0.00,2.07
4.220,,-0.0012040,-0.06,7.47,4.220,,-0.0048304,-0.07,18.48,4.220,,-0.0011424,0.01,8.56
4.230,,-0.0012511,0.02,5.79,4.230,,-0.0026582,0.15,9.03,4.230,,-0.000017877,0.17,5.18
4.240,,-0.00075084,0.06,4.31,4.240,,-0.0018454,0.11,-1.25,4.240,,0.0022360,0.12,-10.64
4.250,,-0.00011019,0.11,-6.17,4.250,,-0.00043850,0.12,-1.44,4.250,,0.0023157,-0.04,-7.83
4.260,,0.0014255,-0.07,-5.05,4.260,,0.00064059,0.08,-4.73,4.260,,0.0013601,-0.04,3.64
4.270,,-0.0014391,0.01,4.30,4.270,,0.0012040,0.03,-4.93,4.270,,0.0015162,0.03,1.97
4.280,,0.0015817,0.02,-0.78,4.280,,0.0012357,-0.02,-2.58,4.280,,0.0019398,-6.50E-4,-6.30
4.290,,-0.0010483,-0.01,-1.37,4.290,,0.00087582,-0.02,-2.42,4.290,,0.0015032,-0.10,-3.77
4.300,,0.0014255,-0.01,-6.18,4.300,,0.00079869,-0.06,-4.85,4.300,,0.0000,-0.08,5.40
4.310,,-0.0012040,-0.13,0.35,4.310,,-0.00042149,-0.12,1.09,4.310,,-0.000015823,0.01,3.17
4.320,,-0.0012040,-7.84E-4,6.89,4.320,,-0.0015794,-0.04,8.84,4.320,,0.00021950,-0.01,-4.34
4.330,,-0.0012197,0.01,1.52,4.330,,-0.0012825,0.06,6.57,4.330,,-0.00026495,-0.08,1.49
